ID,商品ID,商品标题,价格,图片URL,商品URL,商品短URL,销量,商店ID,商店名字,商店URL,商店地址,市场价格,促销价格,订单数量,总销售,库存
1,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,//item.jd.com/100003617834.html,6.2万+,1000117165,乐扣乐扣（LOCK&LOCK）京东自营旗舰店,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
2,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
3,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
4,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
5,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
6,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
7,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
8,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
9,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
10,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
11,100003617834,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,49.00,https:done,https://item.jd.com/100003617834.html,https://item.jd.com/100003617834.html,6.2万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,6.2万+,6.2万+,None
12,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,//item.jd.com/998187.html,40万+,1000117165,史努比京东自营专区,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
13,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
14,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
15,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
16,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
17,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
18,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
19,998187,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,26.90,https:done,https://item.jd.com/998187.html,https://item.jd.com/998187.html,40万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,40万+,40万+,None
20,70533978359,,138.00,https:done,https://item.jd.com/70533978359.html,//item.jd.com/70533978359.html,500+,1000117165,eno旗舰店,https://www.jd.com/allSort.aspx,京东物流,None,None,500+,500+,None
21,70533978359,,138.00,https:done,https://item.jd.com/70533978359.html,https://item.jd.com/70533978359.html,500+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,500+,500+,None
22,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,//item.jd.com/100000331548.html,7.8万+,1000117165,天喜京东自营旗舰店,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
23,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
24,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
25,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
26,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
27,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
28,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
29,100000331548,【品质家居，好物直降】8月11-14日，满199减100，领券立减》》领券立减,23.80,https:done,https://item.jd.com/100000331548.html,https://item.jd.com/100000331548.html,7.8万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,7.8万+,7.8万+,None
30,30139864889,美国tritan材质,不含BPA.送运费险,退换京东上门取件不收费,48.90,https:done,https://item.jd.com/30139864889.html,//item.jd.com/30139864889.html,1.6万+,1000117165,DFIFAN龙鲨专卖店,https://www.jd.com/allSort.aspx,京东物流,None,None,1.6万+,1.6万+,None
31,30139864889,美国tritan材质,不含BPA.送运费险,退换京东上门取件不收费,48.90,https:done,https://item.jd.com/30139864889.html,https://item.jd.com/30139864889.html,1.6万+,1000117165,京东自营,https://www.jd.com/allSort.aspx,京东物流,None,None,1.6万+,1.6万+,None
